flow_developer_name,flow_id,version_number,process_type,trigger_object,trigger_type,entry_criteria_present,entry_criteria_summary,action_call_count,apex_plugin_call_count,subflow_count,touchpoint_count,external_candidate_touchpoint_count
New_Location_Screen_Flow,301Px00000S59vsIAB,3,Flow,,,N,,0,0,0,0,0
New_Picklist_Notification,301Px00000NHzQ3IAL,2,AutoLaunchedFlow,SCMC__Picklist__c,RecordAfterSave,Y,$Record.SCMC__Sales_Order__r.link_Opp2SO_Id__r.Lines_Of_Business__c EqualTo Digital Workspace,1,0,0,1,0
New_Sales_Order_Creation,3014K000000caKTQAY,5,Workflow,SCMC__Sales_Order__c,onCreateOnly,Y,myVariable_old IsNull False; myVariable_old.SCMC__Status__c NotEqualTo myVariable_current.SCMC__Status__c,2,0,0,2,0
Non_Customer_Reallocation_Flow,301Px00000KC8o4IAD,7,Flow,,,N,,0,0,0,0,0
Non_Customer_Reallocation_Sub_Flow_Assign_Owners,301Px00000JuukdIAB,1,AutoLaunchedFlow,Account,,N,,0,0,0,0,0
Notify_deal_rejections,3014K000000cauHQAQ,3,Workflow,Opportunity,onAllChanges,Y,myVariable_old IsNull False; myVariable_old.StageName NotEqualTo myVariable_current.StageName,1,0,0,1,0
Opportunity_Add_Asset_v2,301Px00000FYaLNIA1,50,Flow,SCMC__Sales_Order__c,,Y,What_action_would_you_like_to_perform EqualTo Update_product_details; Copy_1_of_What_action_would_you_like_to_perform EqualTo Update_product_details; Copy_1_of_Update_Product_Action_Screen WasVisited False; What_action_would_you_like_to_perform EqualTo Change_Product; Copy_1_of_What_action_would_you_like_to_perform EqualTo Change_Product,0,0,7,7,0
Opportunity_Add_Asset_v3,301Px00000TxAIoIAN,15,Flow,SCMC__Sales_Order__c,,Y,What_action_would_you_like_to_perform EqualTo Update_product_details; Copy_1_of_What_action_would_you_like_to_perform EqualTo Update_product_details; Copy_1_of_Update_Product_Action_Screen WasVisited False; What_action_would_you_like_to_perform EqualTo Change_Product; Copy_1_of_What_action_would_you_like_to_perform EqualTo Change_Product,0,0,7,7,0
Opportunity_Add_Products,3018e0000004HGtAAM,1,Flow,Product_Groups__c,,Y,Get_Accessories_Related_to_Product IsNull False,0,0,0,0,0
Opportunity_Asset_MACD_Generator3,301Px00000SwuTIIAZ,42,Flow,OpportunityLineItem,,Y,ChildAssetMultiple IsNull False,0,0,2,2,0
Opportunity_Calculate_Contractual_Split,301Px00000PtHTKIA3,2,AutoLaunchedFlow,Opportunity,RecordAfterSave,N,,0,0,0,0,0
Opportunity_Change_Asset_Generator,3018e0000008Y3tAAE,28,Flow,Product_Groups__c,,Y,Get_Subproducts_Accessories IsNull False,0,0,0,0,0
Opportunity_Compliance_Approval_Screen,301Ae00000qj0fnIAA,5,Flow,,,N,,0,0,0,0,0
Opportunity_Compliance_Calculation,301Px00000PtHTLIA3,5,AutoLaunchedFlow,Opportunity,RecordAfterSave,Y,logic=and; Approval_Status__c EqualTo Approved,1,0,0,1,1
Opportunity_Dispose_Asset_Generator,301Px00000KVYN2IAP,16,Flow,MACD_Line_Item__c,,Y,Would_you_like_to_update_current_disposals_or_add_a_new_disposal EqualTo New_Disposal,0,0,1,1,0
Opportunity_Duplicate,301Px00000Nzl4sIAB,2,Flow,,,N,,0,0,0,0,0
Opportunity_MACD_Auto_Compliance_Approval,301Px00000QsJpyIAF,4,AutoLaunchedFlow,Opportunity,RecordAfterSave,Y,logic=and; StageName IsChanged True; StageName EqualTo Compliance Approval; Approval_Status__c EqualTo Under Review,0,0,1,1,0
Opportunity_Move_Asset_Generator,301Px00000MEqtKIAT,8,Flow,MACD_Line_Item__c,,Y,Would_you_like_to_update_current_moves_or_add_a_new_move EqualTo Update_Current_Moves,0,0,2,2,0
Opportunity_Naming_Convention,3018e0000008cLGAAY,8,AutoLaunchedFlow,Opportunity,RecordBeforeSave,N,,0,0,0,0,0
Opportunity_Parent_Child_Products_Generator,3018e000000CgMCAA0,36,Flow,Product_Groups__c,,Y,Add_Accessory_To_Parent_Toggle.value EqualTo True,0,0,0,0,0
Opportunity_Subflow_Asset_MACD_Generator,3018e0000004HGnAAM,1,AutoLaunchedFlow,MACD_Line_Item__c,,N,,0,0,0,0,0
Opportunity_Submit_Products_for_Approval,301Px00000T4DcRIAV,2,AutoLaunchedFlow,Opportunity,,Y,productArray Contains Loop_Initial_Products.Product2Id,1,0,0,1,0
Overdue_Transactions,3018e0000008akFAAQ,6,Flow,,,Y,Action_To_Perform Contains Create_Followup_Task; Action_To_Perform Contains Log_Call; Action_To_Perform Contains Log_Call; Action_To_Perform Contains Create_Followup_Task,4,0,0,4,0
Parent_MACD_Add,301Px00000TqXaMIAV,6,Flow,,,Y,Add_Accessories EqualTo Yes,1,0,1,2,1
Populate_Department_Opp_Split,301Px00000D6dC6IAJ,3,AutoLaunchedFlow,OpportunitySplit,RecordAfterSave,Y,$Record.Department__c IsNull True,0,0,0,0,0
Processing_Complete,3018e000000PFasAAG,1,AutoLaunchedFlow,Field_Trip__Object_Analysis__c,RecordAfterSave,N,,1,0,0,1,0
Product_Duplicate_Checker,301Px00000G57UHIAZ,1,AutoLaunchedFlow,,,Y,Get_Product IsNull False,0,0,0,0,0
Product_Group_Name_Updater,3018e0000004HGoAAM,1,AutoLaunchedFlow,Product_Groups__c,RecordAfterSave,Y,logic=and; Sub_Product__c IsNull False,0,0,0,0,0
Product_Grouping_Check,301Px00000DNIXrIAP,2,AutoLaunchedFlow,,,Y,productType EqualTo Accessory,0,0,0,0,0
Product_Request_Flow,301Px00000SwbSHIAZ,5,Flow,,,Y,Product_Duplicate_Checker.Results.productExists EqualTo False; Would_you_like_to_add_a_new_currency EqualTo Yes,1,0,0,1,0
Purchase_Order_Number_Stamp,301Px00000MFWvlIAH,3,AutoLaunchedFlow,SCMC__Purchase_Order__c,RecordAfterSave,Y,logic=and; SCMC__Sales_Order__c NotEqualTo,0,0,0,0,0
Reject_Opp,3018e0000008d1RAAQ,2,AutoLaunchedFlow,Opportunity,,Y,decision EqualTo Reject,5,0,0,5,2
Remove_Account_Team_Member_from_Account,301Px00000PNA0QIAX,1,AutoLaunchedFlow,AccountTeamMember,RecordBeforeDelete,N,,0,0,0,0,0
Remove_Product_Lines,301Px00000DrscIIAR,8,Flow,OpportunityLineItem,,Y,productType EqualTo Parent; productType EqualTo Accessory,0,0,0,0,0
Run_Invoice_updates,3018e000000PEj0AAG,3,AutoLaunchedFlow,SCMC__Sales_Order_Line_Item__c,Scheduled,Y,logic=and; Invoice_Line_Item__c IsNull True,0,0,0,0,0
Sales_Account_Search_Flow,301Px00000K4VJRIA3,3,Flow,Account,,N,,0,0,0,0,0
Sales_Account_Search_Sub_Flow_Get_Records,301Px00000K54luIAB,2,AutoLaunchedFlow,,,Y,Select_Type_of_Search_Choice EqualTo Account Name; Select_Type_of_Search_Choice EqualTo Company Number,0,0,0,0,0
Sales_Invoice_Order_Checker,301Px00000O2a9iIAB,2,AutoLaunchedFlow,c2g__codaInvoice__c,RecordAfterSave,Y,logic=and; c2g__InvoiceStatus__c EqualTo Complete; SCMFFA__SCM_Invoice__c IsNull False,1,0,0,1,0
Sales_Invoice_Set_Customer_Price,301Px00000SoOf3IAF,1,AutoLaunchedFlow,c2g__codaInvoiceLineItem__c,RecordAfterSave,N,,0,0,0,0,0
Sales_Order_Completed_by_Operations_Field_Update,301Px00000MC0sPIAT,1,AutoLaunchedFlow,SCMC__Sales_Order__c,RecordBeforeSave,Y,logic=and; Completed_by_Operations__c EqualTo True,0,0,0,0,0
Sales_Order_Invoice_Checker,301Px00000If56fIAB,3,Flow,,,Y,IssuesText IsBlank True,0,0,0,0,0
Sales_Order_Line_Product_Grouping,301Px00000EZdhZIAT,1,AutoLaunchedFlow,SCMC__Sales_Order_Line_Item__c,RecordAfterSave,Y,logic=and; Product_Grouping__c IsNull False,0,0,0,0,0
Sales_Order_MACD_Update,301Px00000SwyyFIAR,21,Flow,,,Y,Move_Dispose_or_Add EqualTo Move; Move_Dispose_or_Add EqualTo Dispose,0,0,8,8,0
Sales_Order_Reason_not_Invoiced_pull_through,301Px00000S5g1qIAB,1,AutoLaunchedFlow,SCMC__Sales_Order__c,RecordAfterSave,Y,logic=and; Reason_not_invoiced__c IsChanged True,0,0,0,0,0
Schedule_Account_Supplier_Updates,301Ae00000mHeqDIAS,3,AutoLaunchedFlow,Account,Scheduled,Y,logic=and; RecordTypeId EqualTo 0124K000000gpIAQAY,0,0,0,0,0
SCM_ITPR_Export_Delay_Trigger,3018e0000008Y2rAAE,1,AutoLaunchedFlow,SCMC__Inventory_Transaction_Perpetual_Record__c,RecordAfterSave,Y,logic=and; SCMC__Inventory_Transactions__c EqualTo Issue Customer Items Pick-list; SCMFFA__FF_Journal__c IsNull True; SCMC__Sales_Order_Line_Item__c IsNull False,0,0,0,0,0
Set_Account_Hierarchy,3018e0000004GnbAAE,2,AutoLaunchedFlow,Account,RecordBeforeSave,Y,Get_Parent_Account IsNull False,0,0,0,0,0
Set_Description,301Px00000PtHTMIA3,8,AutoLaunchedFlow,Opportunity,RecordAfterSave,Y,logic=and; StageName NotEqualTo Compliance Approval; Description NotEqualTo,0,0,0,0,0
Set_Hard_Call,3018e0000004HH2AAM,1,AutoLaunchedFlow,,,N,,0,0,0,0,0
Set_Hard_Call_Screen,301Px00000MIxY1IAL,2,Flow,,,N,,0,0,0,0,0
Set_Inventory_Position_Cost,301Px00000HgKYRIA3,1,AutoLaunchedFlow,SCMC__Inventory_Position__c,RecordAfterSave,Y,logic=and; SCMC__Receipt_Line__c IsNull False,0,0,0,0,0
Set_Item_Name,3018e0000004GdWAAU,3,AutoLaunchedFlow,SCMC__Item__c,RecordBeforeSave,N,,0,0,0,0,0
Set_Opportunity_Owner,301Px00000G1LsTIAV,20,AutoLaunchedFlow,Opportunity,RecordBeforeSave,Y,$Record.Lines_Of_Business__c EqualTo Supplies; $User.ProfileId NotEqualTo 00e8e0000011h2F; $User.ProfileId NotEqualTo 00e8e000000DfHw; $Profile.Id NotEqualTo 00e8e0000011h2E,0,0,0,0,0
Set_Primary_Sales_Rep,3014K000000cb8nQAA,1,AutoLaunchedFlow,SCMC__Sales_Order__c,RecordAfterSave,N,,0,0,0,0,0
Set_Product_Condition,3018e0000000L7OAAU,4,AutoLaunchedFlow,OpportunityLineItem,RecordAfterSave,Y,$Record.Product_Condition__c EqualTo New; $Record.Product_Condition__c EqualTo Refurbished,0,0,0,0,0
Set_Rollout_Quantity_Intangible,301Px00000I6YazIAF,1,AutoLaunchedFlow,OpportunityLineItem,RecordAfterSave,Y,$Record.ProductCode EqualTo PS-EXT-MPS; $Record.ProductCode EqualTo GP - MP,0,0,0,0,0
Set_Same_Shipping_Address,3014K000000cdfUQAQ,1,AutoLaunchedFlow,Account,RecordAfterSave,Y,logic=and; Billing_Shipping_Address__c EqualTo True,0,0,0,0,0
Set_Snapshot_Currency,3018e0000004HekAAE,1,AutoLaunchedFlow,Opportunity_Snapshot__c,RecordBeforeSave,N,,0,0,0,0,0
Singular_Asset_Dispose,301Px00000Tv8WZIAZ,23,Flow,,,Y,Get_Asset_Information.Product2.Product_Category__r.Business_Service__c EqualTo Print,0,0,0,0,0
Singular_Asset_Move,301Px00000S8FI1IAN,14,Flow,,,Y,Update_Asset_Name EqualTo Yes,0,0,0,0,0
Singular_Store_Asset,301Px00000S7c0WIAR,14,Flow,,,Y,Update_Asset_Name EqualTo Yes,0,0,0,0,0
SM_Account_Supplier_Site_PB,301Ae00000nXACUIA4,4,AutoLaunchedFlow,Account,RecordAfterSave,Y,formula_TRUE_myRule_1 EqualTo True,2,0,0,2,2
Split_Deal_Revenue,301Px00000SoOf4IAF,1,Flow,,,N,,0,0,0,0,0
Stamp_Info_From_Opportunity_To_Improve_Search,301Px00000JmAv6IAF,4,AutoLaunchedFlow,SCMC__Sales_Order__c,RecordBeforeSave,Y,logic=and; link_Opp2SO_Id__c IsNull False,0,0,0,0,0
Start_Authentication,301Ae00000lKiDtIAK,6,Flow,,,N,,0,0,0,0,0
Submit_deal_for_approval,3018e0000008XwIAAU,1,AutoLaunchedFlow,Opportunity,,N,,1,0,0,1,0
Submit_to_Pricing_Team,301Px00000O3mdQIAR,2,Flow,,,N,,0,0,0,0,0
Tasks_Remove_Call_Recording_Link,301Px00000HI3TvIAL,2,AutoLaunchedFlow,Task,RecordAfterSave,Y,$Record.Description Contains Call recording:,0,0,0,0,0
Tax_Code,3014K000000UyXJQA0,1,Workflow,c2g__codaTaxCode__c,onAllChanges,Y,formula_myRule_1 EqualTo True,1,0,0,1,1
Tax_Rate_Synchronisation,3014K000000UyXKQA0,1,Workflow,c2g__codaTaxRate__c,onAllChanges,Y,formula_myRule_1 EqualTo True,1,0,0,1,1
Technical_Approval,3018e0000008YSCAA2,1,Flow,,,Y,Technically_Approve_Deal EqualTo Approve; Approve_Deal EqualTo Approve,0,0,0,0,0
Technical_Evaluation,301Px00000MeDUvIAN,11,Flow,Opportunity,,Y,decision EqualTo Approve,2,0,1,3,1
TEST_OUTBOUND_ACTION,3018e000000CgwXAAS,1,AutoLaunchedFlow,SCMC__Sales_Order__c,RecordAfterSave,Y,logic=and; SCMC__Status__c EqualTo Approved,1,0,0,1,0
Transform_Customer_Address,301Px000006tO9WIAU,1,AutoLaunchedFlow,Location,RecordAfterSave,N,,0,0,0,0,0
Trigger_Update_SO,301Px00000Eyk9aIAB,4,AutoLaunchedFlow,,,Y,documents Contains Loop_Opp_Files_Found.ContentDocumentId,0,0,0,0,0
Update_Account_for_Assets,3018e000000CgrIAAS,4,AutoLaunchedFlow,Account,RecordBeforeSave,Y,Get_Assets IsNull False,0,0,0,0,0
Update_Asset_after_MACD_Creation,301Px00000Hp917IAB,18,Flow,MACD_Line_Item__c,,Y,What_is_happening_to_this_asset EqualTo Remaining_On_Site; What_is_happening_to_this_asset_move EqualTo Remaining_On_Site; What_is_happening_to_this_asset EqualTo Change_Asset,0,0,0,0,0
Update_Asset_Record,3018e0000004FXNAA2,1,AutoLaunchedFlow,Asset,RecordBeforeSave,N,,0,0,0,0,0
Update_Asset_Site_From_MACD_LI_When_Complete,301Px00000EApvzIAD,3,AutoLaunchedFlow,MACD_Line_Item__c,RecordBeforeSave,Y,logic=and; Status__c EqualTo Completed,0,0,0,0,0
Update_Child_Assets_With_Serial_Number_From_Parent,3018e0000004HGrAAM,1,AutoLaunchedFlow,Asset,RecordAfterSave,Y,logic=and; SerialNumber NotEqualTo,0,0,0,0,0
Update_Commission_Opp_Product,301Px00000Ckj85IAB,4,AutoLaunchedFlow,OpportunityLineItem,RecordAfterSave,Y,$Record.Opportunity.CloseDate LessThanOrEqualTo 2023-02-28; $Record.Opportunity.Owner.LastName Contains Sangster,0,0,1,1,0
Update_Commission_Opp_Split,301Px00000CY6nIIAT,4,AutoLaunchedFlow,OpportunitySplit,RecordAfterSave,Y,logic=or; SplitPercentage IsChanged True; Department__c IsChanged True,0,0,1,1,0
Update_Commission_Opportunity,301Px00000PtHTNIA3,5,AutoLaunchedFlow,Opportunity,RecordAfterSave,Y,logic=or; AccountId IsChanged True; Funding_Type__c IsChanged True; Type IsChanged True,0,0,1,1,0
Update_Commission_Other_Transactions_Schedule,3018e0000008a9IAAQ,2,AutoLaunchedFlow,Commission_Payment__c,Scheduled,Y,logic=and; Sales_Invoice__c IsNull False; Sales_Invoice_Transaction__c IsNull False; Paid_Date__c IsNull True; Inv_Payment_Status__c EqualTo Paid,0,0,1,1,0
Update_Commission_Sales_Invoice,3018e000000ChnMAAS,2,AutoLaunchedFlow,c2g__codaInvoice__c,RecordAfterSave,Y,logic=and; c2g__Transaction__c NotEqualTo; SCMFFA__SCM_Invoice__c NotEqualTo,0,0,0,0,0
Update_Commission_Sales_Order_Line_Item,3018e000000gKZYAA2,3,AutoLaunchedFlow,SCMC__Sales_Order_Line_Item__c,RecordAfterSave,Y,logic=and; link_Opp2SO_Id__c IsNull False,0,0,0,0,0
Update_Contact_Active_Status,3018e0000004FqeAAE,1,AutoLaunchedFlow,Contact,RecordAfterSave,N,,0,0,0,0,0
Update_Fulfilment_Status_Rejected,301Px00000PtHTOIA3,4,AutoLaunchedFlow,Opportunity,RecordAfterSave,Y,$Record.link_Opp2SO_Id__r.Id IsNull True; $Record.Fulfilment_Status__c IsNull True; $Record__Prior.StageName EqualTo Closed Won; $Record.StageName EqualTo Open; $Record.IWM_Sales_Order_Req__c EqualTo True; $Record.link_Opp2SO_State__c EqualTo Ok; $Record.Fulfilment_Status__c EqualTo Rejected before entering OP process; $Record.Fulfilment_Status__c IsNull True,0,0,0,0,0
Update_Invoice_Line_Items,301Px000005EjQbIAK,12,AutoLaunchedFlow,SCMC__Sales_Order_Line_Item__c,RecordBeforeSave,N,,0,0,0,0,0
update_invoice_lines,3018e0000004F6CAAU,1,AutoLaunchedFlow,SCMC__Invoice_Line_Item__c,Scheduled,Y,logic=and; SCMC__Sales_Order_Line_Item__c IsNull False,0,0,0,0,0
Update_Invoice_Lines_schedule,3018e0000004FYaAAM,3,AutoLaunchedFlow,SCMC__Sales_Order_Line_Item__c,Scheduled,Y,logic=and; Invoice_Line_Item__c EqualTo; SCMC__Status__c NotEqualTo Cancelled; SCMC__Status__c NotEqualTo New; SCMC__Status__c NotEqualTo Revised,0,0,0,0,0
Update_Last_Active_Date,3018e000000PFVYAA4,15,AutoLaunchedFlow,Account,Scheduled,Y,logic=and; RecordTypeId EqualTo 0124K000000gpI5QAI,0,0,0,0,0
Update_Location_At_Site,3018e0000004HGsAAM,1,AutoLaunchedFlow,MACD_Line_Item__c,RecordAfterSave,Y,logic=and; MACD_Type__c EqualTo Dispose,0,0,0,0,0
Update_MACD_LI_from_MACD,301Px00000JmO6oIAF,5,AutoLaunchedFlow,MACD__c,RecordAfterSave,N,,0,0,0,0,0
Update_MACDs_to_SO,301Px00000F9fUoIAJ,2,AutoLaunchedFlow,SCMC__Sales_Order__c,RecordAfterSave,Y,Get_MACDs IsNull False,0,0,0,0,0
Update_Notify_Billng,3018e0000008aAAAAY,2,AutoLaunchedFlow,Opportunity,RecordBeforeSave,Y,logic=and; Lines_Of_Business__c EqualTo Print; Notifiy__c EqualTo,0,0,0,0,0
Update_Opportunity_Closed_Lost_Date,301Px00000PtHTPIA3,2,AutoLaunchedFlow,Opportunity,RecordAfterSave,Y,logic=and; StageName EqualTo Closed Lost,0,0,0,0,0
Update_Opportunity_Quantity,301Px00000DMw97IAD,4,AutoLaunchedFlow,OpportunityLineItem,RecordAfterSave,N,,0,0,0,0,0
Update_POLI_on_Creation,3018e0000004FKUAA2,5,AutoLaunchedFlow,SCMC__Purchase_Order_Line_Item__c,RecordBeforeSave,Y,$Record.SCMC__Purchase_Order__r.RecordType.Name EqualTo Internal Purchase Order; $Record.SCMC__Purchase_Order__r.RecordType.Name EqualTo Drop Ship Purchase Order,0,0,0,0,0
Update_Product_Approver,301Px00000HdzQ1IAJ,1,AutoLaunchedFlow,Product2,RecordAfterSave,Y,logic=and; Approval_Status__c IsChanged True; Approval_Status__c EqualTo Approved,0,0,0,0,0
Update_Product_Association,3018e000000onOrAAI,5,Flow,,,Y,Action_to_Perform EqualTo Add_Association,0,0,0,0,0
Update_Product_Codes,301Px00000T6CdyIAF,9,AutoLaunchedFlow,Product2,RecordAfterSave,Y,logic=or; Product_Category__c IsNull False; Product_Category__c IsChanged True,0,0,0,0,0
Update_Quote_Delivery,301Px00000GmQbnIAF,2,AutoLaunchedFlow,Quote,RecordAfterSave,N,,0,0,0,0,0
Update_Quote_Fields,301Px00000Gmf1GIAR,4,AutoLaunchedFlow,Quote,RecordAfterSave,Y,logic=and; ExpirationDate IsNull True,0,0,0,0,0
Update_Revenue,3018e000000PFeLAAW,4,AutoLaunchedFlow,Opportunity,Scheduled,Y,logic=and; Estimated_Revenue__c IsNull True; StageName EqualTo Closed Won; IWM_Sales_Order_Req__c EqualTo True,0,0,0,0,0
Update_Sales_Order,301Px00000OpjTcIAJ,17,Flow,,,Y,Select_an_Action EqualTo Add_Product,0,0,0,0,0
Update_Sales_Order_Line,3014K000000545RQAQ,1,AutoLaunchedFlow,,,N,,0,0,0,0,0
Update_SO_from_Opp,301Px0000040CtJIAU,8,AutoLaunchedFlow,SCMC__Sales_Order__c,RecordBeforeSave,N,,0,0,0,0,0
Update_SOLI_on_Creation,301Px00000EAsgcIAD,13,AutoLaunchedFlow,SCMC__Sales_Order_Line_Item__c,RecordAfterSave,Y,logic=and; IsDeleted EqualTo False,0,0,0,0,0
Update_SOLI_on_Opp_Product,3018e000000CggeAAC,3,AutoLaunchedFlow,SCMC__Sales_Order_Line_Item__c,RecordAfterSave,Y,logic=and; link_Opp2SO_Id__c IsNull False,0,0,0,0,0
Update_SOs_with_SIN_creation_date,3018e000000PFgvAAG,9,AutoLaunchedFlow,SCMC__Invoicing__c,RecordAfterSave,Y,logic=and; SCMFFA__Sales_Invoice__c NotEqualTo,0,0,0,0,0
Update_Supplier_Record_Type,301Ae00000nRv2oIAC,3,AutoLaunchedFlow,SCMC__Supplier_Site__c,RecordAfterSave,N,,0,0,0,0,0
Update_Task_Contact,3018e0000004HJrAAM,3,AutoLaunchedFlow,Task,RecordBeforeSave,Y,Get_Contact IsNull False; Get_Lead IsNull False,0,0,0,0,0
Update_the_invoiced_status_field,3014K000000cfuRQAQ,1,AutoLaunchedFlow,SCMC__Sales_Order__c,RecordAfterSave,Y,logic=and; Invoiced_Status__c NotEqualTo Completed,0,0,0,0,0
Update_the_Quote_trading_company_if_missing,3018e000000olGBAAY,2,AutoLaunchedFlow,Quote,RecordBeforeSave,Y,logic=and; Trading_Company__c IsNull True; Opportunity_ERP_Company__c NotEqualTo,0,0,0,0,0
Update_VAT_PO_lines,301Px00000S5mGwIAJ,12,AutoLaunchedFlow,SCMC__Purchase_Order_Line_Item__c,RecordBeforeSave,Y,$Record.SCMC__Purchase_Order__r.X0_VAT__c EqualTo True,0,0,0,0,0
UpdateCompanyTaxInformation,3014K000000UyXLQA0,1,Workflow,fferpcore__CompanyTaxInformation__c,onCreateOnly,Y,formula_myRule_1 EqualTo True,1,0,0,1,1
Vantage_Invoices,301Px000005eBLHIA2,4,AutoLaunchedFlow,,,Y,Get_Vantage_Invoices IsNull False,3,0,0,3,3
X0_VAT_Lines,3018e0000008aSkAAI,3,AutoLaunchedFlow,SCMC__Purchase_Order__c,RecordAfterSave,Y,logic=and; X0_VAT__c EqualTo True,0,0,0,0,0
